instant,dates,season,years,months,hours,holiday,day_a_week,weathersit,temp,atemp,hum,windspeed,casual,registered,total,days_category,hum_category
14631,2012-09-06,Summer,2012,Sep,19,Not,Thur,Clear,0.68,0.6364,0.74,0.2537,54,504,558,Weekday,Too Moist
14632,2012-09-06,Summer,2012,Sep,20,Not,Thur,Clear,0.66,0.6061,0.78,0.2239,50,356,406,Weekday,Too Moist
14633,2012-09-06,Summer,2012,Sep,21,Not,Thur,Clear,0.64,0.5758,0.89,0.1642,32,240,272,Weekday,Too Moist
14634,2012-09-06,Summer,2012,Sep,22,Not,Thur,Clear,0.64,0.5758,0.89,0.1642,24,193,217,Weekday,Too Moist
14635,2012-09-06,Summer,2012,Sep,23,Not,Thur,Clear,0.64,0.5758,0.89,0.1642,19,150,169,Weekday,Too Moist
14636,2012-09-07,Summer,2012,Sep,0,Not,Fri,Clear,0.64,0.5758,0.89,0.1343,17,79,96,Weekday,Too Moist
14637,2012-09-07,Summer,2012,Sep,1,Not,Fri,Clear,0.62,0.5606,0.88,0.1045,10,19,29,Weekday,Too Moist
14638,2012-09-07,Summer,2012,Sep,2,Not,Fri,Clear,0.62,0.5758,0.83,0.0896,1,10,11,Weekday,Too Moist
14639,2012-09-07,Summer,2012,Sep,3,Not,Fri,Clear,0.62,0.5758,0.83,0.0896,0,9,9,Weekday,Too Moist
14640,2012-09-07,Summer,2012,Sep,4,Not,Fri,Clear,0.62,0.5606,0.88,0.0,1,7,8,Weekday,Too Moist
14641,2012-09-07,Summer,2012,Sep,5,Not,Fri,Clear,0.62,0.5606,0.88,0.0,1,39,40,Weekday,Too Moist
14642,2012-09-07,Summer,2012,Sep,6,Not,Fri,Clear,0.62,0.5606,0.88,0.1045,5,135,140,Weekday,Too Moist
14643,2012-09-07,Summer,2012,Sep,7,Not,Fri,Clear,0.64,0.5758,0.89,0.1045,21,465,486,Weekday,Too Moist
14644,2012-09-07,Summer,2012,Sep,8,Not,Fri,Clear,0.66,0.6061,0.83,0.1045,29,690,719,Weekday,Too Moist
14645,2012-09-07,Summer,2012,Sep,9,Not,Fri,Clear,0.7,0.6667,0.79,0.1343,33,311,344,Weekday,Too Moist
14646,2012-09-07,Summer,2012,Sep,10,Not,Fri,Clear,0.72,0.697,0.74,0.1343,53,171,224,Weekday,Too Moist
14647,2012-09-07,Summer,2012,Sep,11,Not,Fri,Clear,0.76,0.7121,0.62,0.1343,81,215,296,Weekday,Ideal
14648,2012-09-07,Summer,2012,Sep,12,Not,Fri,Clear,0.78,0.7424,0.59,0.1642,76,247,323,Weekday,Ideal
14649,2012-09-07,Summer,2012,Sep,13,Not,Fri,Clear,0.8,0.7727,0.59,0.2537,71,283,354,Weekday,Ideal
14650,2012-09-07,Summer,2012,Sep,14,Not,Fri,Clear,0.8,0.7727,0.59,0.2537,66,187,253,Weekday,Ideal
14651,2012-09-07,Summer,2012,Sep,15,Not,Fri,Clear,0.8,0.7576,0.55,0.2537,66,265,331,Weekday,Ideal
14652,2012-09-07,Summer,2012,Sep,16,Not,Fri,Clear,0.8,0.7576,0.55,0.2836,75,395,470,Weekday,Ideal
14653,2012-09-07,Summer,2012,Sep,17,Not,Fri,Clear,0.78,0.7424,0.59,0.3284,88,684,772,Weekday,Ideal
14654,2012-09-07,Summer,2012,Sep,18,Not,Fri,Clear,0.76,0.7121,0.62,0.2985,95,697,792,Weekday,Ideal
14655,2012-09-07,Summer,2012,Sep,19,Not,Fri,Clear,0.74,0.6818,0.62,0.2836,70,498,568,Weekday,Ideal
14656,2012-09-07,Summer,2012,Sep,20,Not,Fri,Clear,0.72,0.6818,0.66,0.2239,51,340,391,Weekday,Too Moist
14657,2012-09-07,Summer,2012,Sep,21,Not,Fri,Clear,0.7,0.6667,0.74,0.1642,55,246,301,Weekday,Too Moist
14658,2012-09-07,Summer,2012,Sep,22,Not,Fri,Clear,0.7,0.6667,0.74,0.2239,52,247,299,Weekday,Too Moist
14659,2012-09-07,Summer,2012,Sep,23,Not,Fri,Clear,0.66,0.5909,0.89,0.2537,28,220,248,Weekday,Too Moist
14660,2012-09-08,Summer,2012,Sep,0,Not,Sat,Clear,0.66,0.5909,0.89,0.2537,20,130,150,Weekend,Too Moist
14661,2012-09-08,Summer,2012,Sep,1,Not,Sat,Misty,0.66,0.5909,0.89,0.2836,10,107,117,Weekend,Too Moist
14662,2012-09-08,Summer,2012,Sep,2,Not,Sat,Clear,0.66,0.5909,0.89,0.3284,9,68,77,Weekend,Too Moist
14663,2012-09-08,Summer,2012,Sep,3,Not,Sat,Misty,0.66,0.5909,0.89,0.2239,3,40,43,Weekend,Too Moist
14664,2012-09-08,Summer,2012,Sep,4,Not,Sat,Misty,0.66,0.5909,0.94,0.2239,3,8,11,Weekend,Too Moist
14665,2012-09-08,Summer,2012,Sep,5,Not,Sat,Misty,0.66,0.5909,0.94,0.2537,2,13,15,Weekend,Too Moist
14666,2012-09-08,Summer,2012,Sep,6,Not,Sat,Misty,0.66,0.5909,0.89,0.2836,8,26,34,Weekend,Too Moist
14667,2012-09-08,Summer,2012,Sep,7,Not,Sat,Clear,0.66,0.5909,0.89,0.2836,11,71,82,Weekend,Too Moist
14668,2012-09-08,Summer,2012,Sep,8,Not,Sat,Clear,0.7,0.6667,0.79,0.3284,33,197,230,Weekend,Too Moist
14669,2012-09-08,Summer,2012,Sep,9,Not,Sat,Clear,0.7,0.6667,0.74,0.3881,87,261,348,Weekend,Too Moist
14670,2012-09-08,Summer,2012,Sep,10,Not,Sat,Clear,0.74,0.697,0.7,0.3881,100,322,422,Weekend,Too Moist
14671,2012-09-08,Summer,2012,Sep,11,Not,Sat,Clear,0.76,0.7121,0.62,0.4478,173,405,578,Weekend,Ideal
14672,2012-09-08,Summer,2012,Sep,12,Not,Sat,Clear,0.8,0.7576,0.55,0.4925,220,474,694,Weekend,Ideal
14673,2012-09-08,Summer,2012,Sep,13,Not,Sat,Clear,0.82,0.7727,0.52,0.5224,233,435,668,Weekend,Ideal
14674,2012-09-08,Summer,2012,Sep,14,Not,Sat,Clear,0.82,0.7727,0.52,0.4478,260,366,626,Weekend,Ideal
14675,2012-09-08,Summer,2012,Sep,15,Not,Sat,Light_Rain,0.56,0.5303,0.88,0.2537,175,337,512,Weekend,Too Moist
14676,2012-09-08,Summer,2012,Sep,16,Not,Sat,Light_Rain,0.56,0.5303,0.88,0.194,19,95,114,Weekend,Too Moist
14677,2012-09-08,Summer,2012,Sep,17,Not,Sat,Light_Rain,0.58,0.5455,0.83,0.194,52,119,171,Weekend,Too Moist
14678,2012-09-08,Summer,2012,Sep,18,Not,Sat,Light_Rain,0.58,0.5455,0.83,0.1343,27,140,167,Weekend,Too Moist
14679,2012-09-08,Summer,2012,Sep,19,Not,Sat,Light_Rain,0.58,0.5455,0.88,0.1045,28,187,215,Weekend,Too Moist
14680,2012-09-08,Summer,2012,Sep,20,Not,Sat,Misty,0.58,0.5455,0.88,0.0896,28,166,194,Weekend,Too Moist
14681,2012-09-08,Summer,2012,Sep,21,Not,Sat,Misty,0.6,0.5606,0.83,0.1642,26,155,181,Weekend,Too Moist
14682,2012-09-08,Summer,2012,Sep,22,Not,Sat,Misty,0.58,0.5455,0.78,0.2985,18,176,194,Weekend,Too Moist
14683,2012-09-08,Summer,2012,Sep,23,Not,Sat,Misty,0.58,0.5455,0.73,0.1642,12,121,133,Weekend,Too Moist
14684,2012-09-09,Summer,2012,Sep,0,Not,Sun,Misty,0.56,0.5303,0.73,0.194,18,106,124,Weekend,Too Moist
14685,2012-09-09,Summer,2012,Sep,1,Not,Sun,Clear,0.56,0.5303,0.73,0.2239,20,104,124,Weekend,Too Moist
14686,2012-09-09,Summer,2012,Sep,2,Not,Sun,Clear,0.54,0.5152,0.77,0.2836,15,81,96,Weekend,Too Moist
14687,2012-09-09,Summer,2012,Sep,3,Not,Sun,Clear,0.54,0.5152,0.73,0.2239,14,32,46,Weekend,Too Moist
14688,2012-09-09,Summer,2012,Sep,4,Not,Sun,Clear,0.52,0.5,0.77,0.2537,12,16,28,Weekend,Too Moist
14689,2012-09-09,Summer,2012,Sep,5,Not,Sun,Clear,0.52,0.5,0.77,0.194,16,39,55,Weekend,Too Moist
14690,2012-09-09,Summer,2012,Sep,6,Not,Sun,Clear,0.52,0.5,0.77,0.194,11,24,35,Weekend,Too Moist
14691,2012-09-09,Summer,2012,Sep,7,Not,Sun,Clear,0.54,0.5152,0.73,0.1642,20,50,70,Weekend,Too Moist
14692,2012-09-09,Summer,2012,Sep,8,Not,Sun,Clear,0.58,0.5455,0.68,0.2239,27,143,170,Weekend,Too Moist
14693,2012-09-09,Summer,2012,Sep,9,Not,Sun,Clear,0.62,0.6061,0.61,0.2537,85,214,299,Weekend,Ideal
14694,2012-09-09,Summer,2012,Sep,10,Not,Sun,Clear,0.64,0.6212,0.57,0.2985,172,323,495,Weekend,Ideal
14695,2012-09-09,Summer,2012,Sep,11,Not,Sun,Clear,0.66,0.6212,0.47,0.2537,194,391,585,Weekend,Ideal
14696,2012-09-09,Summer,2012,Sep,12,Not,Sun,Clear,0.66,0.6212,0.47,0.0,247,510,757,Weekend,Ideal
14697,2012-09-09,Summer,2012,Sep,13,Not,Sun,Clear,0.68,0.6364,0.39,0.0,238,491,729,Weekend,Too Dry
14698,2012-09-09,Summer,2012,Sep,14,Not,Sun,Clear,0.72,0.6515,0.3,0.2836,232,415,647,Weekend,Too Dry
14699,2012-09-09,Summer,2012,Sep,15,Not,Sun,Clear,0.72,0.6515,0.32,0.2537,284,412,696,Weekend,Too Dry
14700,2012-09-09,Summer,2012,Sep,16,Not,Sun,Clear,0.68,0.6364,0.36,0.2836,228,473,701,Weekend,Too Dry
14701,2012-09-09,Summer,2012,Sep,17,Not,Sun,Clear,0.7,0.6364,0.37,0.2537,213,458,671,Weekend,Too Dry
14702,2012-09-09,Summer,2012,Sep,18,Not,Sun,Clear,0.66,0.6212,0.36,0.2537,156,404,560,Weekend,Too Dry
14703,2012-09-09,Summer,2012,Sep,19,Not,Sun,Clear,0.66,0.6212,0.36,0.2537,134,362,496,Weekend,Too Dry
14704,2012-09-09,Summer,2012,Sep,20,Not,Sun,Clear,0.62,0.6212,0.41,0.2836,91,265,356,Weekend,Too Dry
14705,2012-09-09,Summer,2012,Sep,21,Not,Sun,Clear,0.6,0.6212,0.46,0.2239,57,149,206,Weekend,Ideal
14706,2012-09-09,Summer,2012,Sep,22,Not,Sun,Clear,0.58,0.5455,0.49,0.2537,64,125,189,Weekend,Ideal
14707,2012-09-09,Summer,2012,Sep,23,Not,Sun,Clear,0.56,0.5303,0.52,0.2836,22,70,92,Weekend,Ideal
14708,2012-09-10,Summer,2012,Sep,0,Not,Mon,Clear,0.56,0.5303,0.52,0.2836,6,35,41,Weekday,Ideal
14709,2012-09-10,Summer,2012,Sep,1,Not,Mon,Clear,0.54,0.5152,0.6,0.194,7,11,18,Weekday,Ideal
14710,2012-09-10,Summer,2012,Sep,2,Not,Mon,Clear,0.54,0.5152,0.6,0.3582,11,6,17,Weekday,Ideal
14711,2012-09-10,Summer,2012,Sep,3,Not,Mon,Clear,0.52,0.5,0.68,0.2836,5,7,12,Weekday,Too Moist
14712,2012-09-10,Summer,2012,Sep,4,Not,Mon,Clear,0.52,0.5,0.68,0.2836,1,4,5,Weekday,Too Moist
14713,2012-09-10,Summer,2012,Sep,5,Not,Mon,Clear,0.5,0.4848,0.72,0.2537,4,36,40,Weekday,Too Moist
14714,2012-09-10,Summer,2012,Sep,6,Not,Mon,Clear,0.5,0.4848,0.72,0.1343,8,172,180,Weekday,Too Moist
14715,2012-09-10,Summer,2012,Sep,7,Not,Mon,Clear,0.52,0.5,0.68,0.2239,20,427,447,Weekday,Too Moist
14716,2012-09-10,Summer,2012,Sep,8,Not,Mon,Clear,0.56,0.5303,0.6,0.2836,33,697,730,Weekday,Ideal
14717,2012-09-10,Summer,2012,Sep,9,Not,Mon,Clear,0.6,0.6212,0.53,0.2985,40,321,361,Weekday,Ideal
14718,2012-09-10,Summer,2012,Sep,10,Not,Mon,Clear,0.62,0.6212,0.5,0.2836,42,168,210,Weekday,Ideal
14719,2012-09-10,Summer,2012,Sep,11,Not,Mon,Clear,0.62,0.6212,0.43,0.2985,69,167,236,Weekday,Too Dry
14720,2012-09-10,Summer,2012,Sep,12,Not,Mon,Clear,0.64,0.6212,0.44,0.3881,76,256,332,Weekday,Too Dry
14721,2012-09-10,Summer,2012,Sep,13,Not,Mon,Clear,0.64,0.6212,0.38,0.2239,72,251,323,Weekday,Too Dry
14722,2012-09-10,Summer,2012,Sep,14,Not,Mon,Clear,0.66,0.6212,0.36,0.2836,107,233,340,Weekday,Too Dry
14723,2012-09-10,Summer,2012,Sep,15,Not,Mon,Clear,0.66,0.6212,0.31,0.3881,115,231,346,Weekday,Too Dry
14724,2012-09-10,Summer,2012,Sep,16,Not,Mon,Clear,0.66,0.6212,0.34,0.3284,108,380,488,Weekday,Too Dry
14725,2012-09-10,Summer,2012,Sep,17,Not,Mon,Clear,0.66,0.6212,0.34,0.3284,127,744,871,Weekday,Too Dry
14726,2012-09-10,Summer,2012,Sep,18,Not,Mon,Clear,0.62,0.6212,0.35,0.2985,111,857,968,Weekday,Too Dry
14727,2012-09-10,Summer,2012,Sep,19,Not,Mon,Clear,0.62,0.6212,0.38,0.2985,71,562,633,Weekday,Too Dry
14728,2012-09-10,Summer,2012,Sep,20,Not,Mon,Clear,0.6,0.6212,0.4,0.194,34,356,390,Weekday,Too Dry
14729,2012-09-10,Summer,2012,Sep,21,Not,Mon,Clear,0.56,0.5303,0.49,0.1642,29,256,285,Weekday,Ideal
14730,2012-09-10,Summer,2012,Sep,22,Not,Mon,Clear,0.54,0.5152,0.52,0.1343,15,144,159,Weekday,Ideal
14731,2012-09-10,Summer,2012,Sep,23,Not,Mon,Clear,0.54,0.5152,0.52,0.0,7,86,93,Weekday,Ideal
14732,2012-09-11,Summer,2012,Sep,0,Not,Tue,Clear,0.52,0.5,0.59,0.1045,5,27,32,Weekday,Ideal
14733,2012-09-11,Summer,2012,Sep,1,Not,Tue,Clear,0.5,0.4848,0.63,0.0,0,10,10,Weekday,Ideal
14734,2012-09-11,Summer,2012,Sep,2,Not,Tue,Clear,0.48,0.4697,0.77,0.1642,1,5,6,Weekday,Too Moist
14735,2012-09-11,Summer,2012,Sep,3,Not,Tue,Clear,0.48,0.4697,0.67,0.1343,1,7,8,Weekday,Too Moist
14736,2012-09-11,Summer,2012,Sep,4,Not,Tue,Clear,0.48,0.4697,0.72,0.1045,1,8,9,Weekday,Too Moist
14737,2012-09-11,Summer,2012,Sep,5,Not,Tue,Clear,0.46,0.4545,0.72,0.0896,3,41,44,Weekday,Too Moist
14738,2012-09-11,Summer,2012,Sep,6,Not,Tue,Clear,0.46,0.4545,0.77,0.1045,11,200,211,Weekday,Too Moist
14739,2012-09-11,Summer,2012,Sep,7,Not,Tue,Clear,0.5,0.4848,0.72,0.1045,24,572,596,Weekday,Too Moist
14740,2012-09-11,Summer,2012,Sep,8,Not,Tue,Clear,0.54,0.5152,0.68,0.0896,48,702,750,Weekday,Too Moist
14741,2012-09-11,Summer,2012,Sep,9,Not,Tue,Clear,0.6,0.6212,0.49,0.0,35,323,358,Weekday,Ideal
14742,2012-09-11,Summer,2012,Sep,10,Not,Tue,Clear,0.62,0.6212,0.38,0.0,54,142,196,Weekday,Too Dry
14743,2012-09-11,Summer,2012,Sep,11,Not,Tue,Clear,0.64,0.6212,0.33,0.0896,60,187,247,Weekday,Too Dry
14744,2012-09-11,Summer,2012,Sep,12,Not,Tue,Clear,0.64,0.6212,0.33,0.0,62,254,316,Weekday,Too Dry
14745,2012-09-11,Summer,2012,Sep,13,Not,Tue,Clear,0.66,0.6212,0.29,0.0896,72,256,328,Weekday,Too Dry
14746,2012-09-11,Summer,2012,Sep,14,Not,Tue,Clear,0.68,0.6212,0.3,0.0896,74,181,255,Weekday,Too Dry
14747,2012-09-11,Summer,2012,Sep,15,Not,Tue,Clear,0.7,0.6364,0.28,0.1045,73,253,326,Weekday,Too Dry
14748,2012-09-11,Summer,2012,Sep,16,Not,Tue,Clear,0.7,0.6364,0.28,0.1343,99,437,536,Weekday,Too Dry
14749,2012-09-11,Summer,2012,Sep,17,Not,Tue,Clear,0.7,0.6364,0.28,0.0,168,802,970,Weekday,Too Dry
14750,2012-09-11,Summer,2012,Sep,18,Not,Tue,Clear,0.64,0.6212,0.36,0.1642,110,767,877,Weekday,Too Dry
14751,2012-09-11,Summer,2012,Sep,19,Not,Tue,Clear,0.62,0.6212,0.41,0.194,56,540,596,Weekday,Too Dry
14752,2012-09-11,Summer,2012,Sep,20,Not,Tue,Clear,0.58,0.5455,0.56,0.1343,40,421,461,Weekday,Ideal
14753,2012-09-11,Summer,2012,Sep,21,Not,Tue,Clear,0.56,0.5303,0.6,0.1045,28,282,310,Weekday,Ideal
14754,2012-09-11,Summer,2012,Sep,22,Not,Tue,Clear,0.56,0.5303,0.64,0.1045,27,189,216,Weekday,Ideal
14755,2012-09-11,Summer,2012,Sep,23,Not,Tue,Clear,0.54,0.5152,0.68,0.1045,18,91,109,Weekday,Too Moist
14756,2012-09-12,Summer,2012,Sep,0,Not,Wed,Clear,0.52,0.5,0.72,0.1045,8,41,49,Weekday,Too Moist
14757,2012-09-12,Summer,2012,Sep,1,Not,Wed,Clear,0.52,0.5,0.72,0.1045,2,19,21,Weekday,Too Moist
14758,2012-09-12,Summer,2012,Sep,2,Not,Wed,Clear,0.52,0.5,0.72,0.0896,2,9,11,Weekday,Too Moist
14759,2012-09-12,Summer,2012,Sep,3,Not,Wed,Clear,0.5,0.4848,0.77,0.0896,0,7,7,Weekday,Too Moist
14760,2012-09-12,Summer,2012,Sep,4,Not,Wed,Clear,0.5,0.4848,0.72,0.0896,0,5,5,Weekday,Too Moist
14761,2012-09-12,Summer,2012,Sep,5,Not,Wed,Clear,0.5,0.4848,0.72,0.0896,4,44,48,Weekday,Too Moist
14762,2012-09-12,Summer,2012,Sep,6,Not,Wed,Clear,0.5,0.4848,0.72,0.0896,6,199,205,Weekday,Too Moist
14763,2012-09-12,Summer,2012,Sep,7,Not,Wed,Clear,0.52,0.5,0.72,0.0,24,533,557,Weekday,Too Moist
14764,2012-09-12,Summer,2012,Sep,8,Not,Wed,Clear,0.56,0.5303,0.64,0.1045,43,727,770,Weekday,Ideal
14765,2012-09-12,Summer,2012,Sep,9,Not,Wed,Clear,0.6,0.6061,0.64,0.1343,50,278,328,Weekday,Ideal
14766,2012-09-12,Summer,2012,Sep,10,Not,Wed,Clear,0.62,0.6061,0.61,0.1343,57,148,205,Weekday,Ideal
14767,2012-09-12,Summer,2012,Sep,11,Not,Wed,Clear,0.66,0.6212,0.5,0.194,51,181,232,Weekday,Ideal
14768,2012-09-12,Summer,2012,Sep,12,Not,Wed,Clear,0.68,0.6364,0.36,0.1343,88,264,352,Weekday,Too Dry
14769,2012-09-12,Summer,2012,Sep,13,Not,Wed,Clear,0.7,0.6364,0.34,0.1343,85,238,323,Weekday,Too Dry
14770,2012-09-12,Summer,2012,Sep,14,Not,Wed,Clear,0.7,0.6364,0.37,0.1642,78,200,278,Weekday,Too Dry
14771,2012-09-12,Summer,2012,Sep,15,Not,Wed,Clear,0.72,0.6515,0.37,0.1343,75,243,318,Weekday,Too Dry
14772,2012-09-12,Summer,2012,Sep,16,Not,Wed,Clear,0.72,0.6515,0.37,0.1642,90,419,509,Weekday,Too Dry
14773,2012-09-12,Summer,2012,Sep,17,Not,Wed,Clear,0.7,0.6364,0.41,0.2985,114,811,925,Weekday,Too Dry
14774,2012-09-12,Summer,2012,Sep,18,Not,Wed,Clear,0.66,0.6212,0.44,0.2537,91,886,977,Weekday,Too Dry
14775,2012-09-12,Summer,2012,Sep,19,Not,Wed,Clear,0.64,0.6212,0.5,0.194,78,557,635,Weekday,Ideal
14776,2012-09-12,Summer,2012,Sep,20,Not,Wed,Clear,0.62,0.6212,0.57,0.1343,38,432,470,Weekday,Ideal
14777,2012-09-12,Summer,2012,Sep,21,Not,Wed,Clear,0.6,0.6061,0.6,0.1343,27,279,306,Weekday,Ideal
14778,2012-09-12,Summer,2012,Sep,22,Not,Wed,Clear,0.56,0.5303,0.64,0.0896,23,189,212,Weekday,Ideal
14779,2012-09-12,Summer,2012,Sep,23,Not,Wed,Clear,0.56,0.5303,0.68,0.1045,16,111,127,Weekday,Too Moist
14780,2012-09-13,Summer,2012,Sep,0,Not,Thur,Clear,0.56,0.5303,0.73,0.0896,11,46,57,Weekday,Too Moist
14781,2012-09-13,Summer,2012,Sep,1,Not,Thur,Clear,0.54,0.5152,0.77,0.0896,6,22,28,Weekday,Too Moist
14782,2012-09-13,Summer,2012,Sep,2,Not,Thur,Clear,0.54,0.5152,0.77,0.0,0,9,9,Weekday,Too Moist
14783,2012-09-13,Summer,2012,Sep,3,Not,Thur,Clear,0.52,0.5,0.83,0.0,2,9,11,Weekday,Too Moist
14784,2012-09-13,Summer,2012,Sep,4,Not,Thur,Clear,0.52,0.5,0.83,0.0,0,6,6,Weekday,Too Moist
14785,2012-09-13,Summer,2012,Sep,5,Not,Thur,Clear,0.52,0.5,0.83,0.0,3,54,57,Weekday,Too Moist
14786,2012-09-13,Summer,2012,Sep,6,Not,Thur,Clear,0.5,0.4848,0.82,0.0,9,186,195,Weekday,Too Moist
14787,2012-09-13,Summer,2012,Sep,7,Not,Thur,Clear,0.54,0.5152,0.77,0.0,22,549,571,Weekday,Too Moist
14788,2012-09-13,Summer,2012,Sep,8,Not,Thur,Clear,0.56,0.5303,0.73,0.0,33,725,758,Weekday,Too Moist
14789,2012-09-13,Summer,2012,Sep,9,Not,Thur,Clear,0.6,0.6061,0.64,0.0896,46,292,338,Weekday,Ideal
14790,2012-09-13,Summer,2012,Sep,10,Not,Thur,Clear,0.64,0.6212,0.61,0.0896,63,149,212,Weekday,Ideal
14791,2012-09-13,Summer,2012,Sep,11,Not,Thur,Clear,0.66,0.6212,0.5,0.1642,71,183,254,Weekday,Ideal
14792,2012-09-13,Summer,2012,Sep,12,Not,Thur,Clear,0.68,0.6364,0.44,0.1045,57,240,297,Weekday,Too Dry
14793,2012-09-13,Summer,2012,Sep,13,Not,Thur,Clear,0.7,0.6364,0.42,0.0,60,223,283,Weekday,Too Dry
14794,2012-09-13,Summer,2012,Sep,14,Not,Thur,Clear,0.72,0.6515,0.39,0.1343,60,214,274,Weekday,Too Dry
14795,2012-09-13,Summer,2012,Sep,15,Not,Thur,Clear,0.72,0.6515,0.42,0.1045,99,253,352,Weekday,Too Dry
14796,2012-09-13,Summer,2012,Sep,16,Not,Thur,Clear,0.72,0.6515,0.39,0.0896,85,406,491,Weekday,Too Dry
14797,2012-09-13,Summer,2012,Sep,17,Not,Thur,Clear,0.72,0.6515,0.42,0.194,97,787,884,Weekday,Too Dry
14798,2012-09-13,Summer,2012,Sep,18,Not,Thur,Clear,0.68,0.6364,0.57,0.2537,108,744,852,Weekday,Ideal
14799,2012-09-13,Summer,2012,Sep,19,Not,Thur,Clear,0.64,0.6061,0.65,0.1343,80,594,674,Weekday,Too Moist
14800,2012-09-13,Summer,2012,Sep,20,Not,Thur,Clear,0.62,0.6061,0.69,0.1045,55,408,463,Weekday,Too Moist
14801,2012-09-13,Summer,2012,Sep,21,Not,Thur,Clear,0.62,0.6061,0.65,0.1045,26,291,317,Weekday,Too Moist
14802,2012-09-13,Summer,2012,Sep,22,Not,Thur,Clear,0.6,0.5909,0.69,0.1343,28,223,251,Weekday,Too Moist
14803,2012-09-13,Summer,2012,Sep,23,Not,Thur,Clear,0.58,0.5455,0.73,0.1045,33,137,170,Weekday,Too Moist
14804,2012-09-14,Summer,2012,Sep,0,Not,Fri,Clear,0.56,0.5303,0.73,0.0896,24,63,87,Weekday,Too Moist
14805,2012-09-14,Summer,2012,Sep,1,Not,Fri,Clear,0.56,0.5303,0.73,0.0896,6,35,41,Weekday,Too Moist
14806,2012-09-14,Summer,2012,Sep,2,Not,Fri,Clear,0.56,0.5303,0.73,0.0,7,23,30,Weekday,Too Moist
14807,2012-09-14,Summer,2012,Sep,3,Not,Fri,Clear,0.54,0.5152,0.77,0.0,5,9,14,Weekday,Too Moist
14808,2012-09-14,Summer,2012,Sep,4,Not,Fri,Clear,0.54,0.5152,0.77,0.0,1,11,12,Weekday,Too Moist
14809,2012-09-14,Summer,2012,Sep,5,Not,Fri,Clear,0.54,0.5152,0.83,0.0,1,40,41,Weekday,Too Moist
14810,2012-09-14,Summer,2012,Sep,6,Not,Fri,Clear,0.54,0.5152,0.88,0.0,8,144,152,Weekday,Too Moist
14811,2012-09-14,Summer,2012,Sep,7,Not,Fri,Misty,0.56,0.5303,0.88,0.0,17,437,454,Weekday,Too Moist
14812,2012-09-14,Summer,2012,Sep,8,Not,Fri,Misty,0.6,0.5758,0.78,0.1642,51,715,766,Weekday,Too Moist
14813,2012-09-14,Summer,2012,Sep,9,Not,Fri,Misty,0.62,0.5909,0.78,0.1642,46,301,347,Weekday,Too Moist
14814,2012-09-14,Summer,2012,Sep,10,Not,Fri,Misty,0.68,0.6364,0.65,0.0,75,171,246,Weekday,Too Moist
14815,2012-09-14,Summer,2012,Sep,11,Not,Fri,Misty,0.68,0.6364,0.61,0.1045,84,196,280,Weekday,Ideal
14816,2012-09-14,Summer,2012,Sep,12,Not,Fri,Misty,0.7,0.6515,0.54,0.194,119,290,409,Weekday,Ideal
14817,2012-09-14,Summer,2012,Sep,13,Not,Fri,Misty,0.7,0.6515,0.54,0.194,107,301,408,Weekday,Ideal
14818,2012-09-14,Summer,2012,Sep,14,Not,Fri,Misty,0.72,0.6515,0.45,0.1642,113,258,371,Weekday,Ideal
14819,2012-09-14,Summer,2012,Sep,15,Not,Fri,Misty,0.72,0.6667,0.48,0.1343,94,273,367,Weekday,Ideal
14820,2012-09-14,Summer,2012,Sep,16,Not,Fri,Misty,0.72,0.6667,0.51,0.0,109,454,563,Weekday,Ideal
14821,2012-09-14,Summer,2012,Sep,17,Not,Fri,Clear,0.72,0.6667,0.51,0.194,137,757,894,Weekday,Ideal
14822,2012-09-14,Summer,2012,Sep,18,Not,Fri,Clear,0.72,0.6515,0.45,0.2239,116,692,808,Weekday,Ideal
14823,2012-09-14,Summer,2012,Sep,19,Not,Fri,Clear,0.68,0.6364,0.57,0.1642,83,496,579,Weekday,Ideal
14824,2012-09-14,Summer,2012,Sep,20,Not,Fri,Clear,0.66,0.6212,0.61,0.1045,67,337,404,Weekday,Ideal
14825,2012-09-14,Summer,2012,Sep,21,Not,Fri,Clear,0.64,0.6061,0.73,0.2239,42,270,312,Weekday,Too Moist
14826,2012-09-14,Summer,2012,Sep,22,Not,Fri,Clear,0.62,0.5758,0.83,0.194,40,189,229,Weekday,Too Moist
14827,2012-09-14,Summer,2012,Sep,23,Not,Fri,Clear,0.62,0.5909,0.78,0.0896,27,168,195,Weekday,Too Moist
14828,2012-09-15,Summer,2012,Sep,0,Not,Sat,Clear,0.6,0.5606,0.83,0.1045,38,169,207,Weekend,Too Moist
14829,2012-09-15,Summer,2012,Sep,1,Not,Sat,Clear,0.6,0.5909,0.73,0.0,8,101,109,Weekend,Too Moist
14830,2012-09-15,Summer,2012,Sep,2,Not,Sat,Clear,0.58,0.5455,0.78,0.1045,18,75,93,Weekend,Too Moist
14831,2012-09-15,Summer,2012,Sep,3,Not,Sat,Clear,0.6,0.5909,0.73,0.2537,6,31,37,Weekend,Too Moist
14832,2012-09-15,Summer,2012,Sep,4,Not,Sat,Misty,0.6,0.5909,0.69,0.3582,3,3,6,Weekend,Too Moist
14833,2012-09-15,Summer,2012,Sep,5,Not,Sat,Clear,0.58,0.5455,0.6,0.5224,1,15,16,Weekend,Ideal
